교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세정원수,4세정원수,5세정원수,혼합정원수,특수학급정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,위도,경도
강원특별자치도교육청,강릉교육지원청,주영초등학교병설유치원,공립(병설),노순현,노순현,19810311,19810311,강원특별자치도 강릉시 약수동길 15-12,033-660-7370,033-661-9700,http://juyoung.gwe.es.kr,1230시1230분~1630시1630분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,37.8979778219,128.8260246066
강원특별자치도교육청,강릉교육지원청,프렌비숲유치원,사립(법인),양미옥,양미옥,20141014,20150301,강원특별자치도 강릉시 율곡로3173번길 19,033-641-3562,033-643-3434,https://cosmos.gwe.kg.kr/main.do#popupNormal19539,0900시0900분~1700시1700분,1,2,2,0,0,128,24,52,52,0,0,24,52,52,0,0,37.78161065979,128.877697175198
강원특별자치도교육청,강릉교육지원청,하슬라유치원,공립(단설),박금주,박금주,20160301,20160301,강원특별자치도 강릉시 율곡로2692번길 8,033-649-8800,033-641-5084,http://haseulla.gwe.kg.kr/,1300시1300분~1700시1700분,2,1,2,0,1,96,28,20,44,0,4,28,19,30,0,4,37.7484999181,128.9098741902
강원특별자치도교육청,고성교육지원청,간성초등학교병설유치원,공립(병설),오명환,오명환,19810305,19810305,강원특별자치도 고성군 간성로39번길 20,033-681-2013,033-681-5628, ,1300시1300분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,14,8,0,38.377996914916,128.469691408062
강원특별자치도교육청,고성교육지원청,거진초등학교병설유치원,공립(병설),신성규,신성규,19810301,19810301,강원특별자치도 고성군 자산길 19,070-5050-4115,033-682-2657,https://kujin.gwe.es.kr,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,38.4384729664,128.4448361801
강원특별자치도교육청,고성교육지원청,공현진초등학교병설유치원,공립(병설),김대진,김대진,19890301,19890301,강원특별자치도 고성군 공현진한옥길 49,033-631-3538,033-632-0165, ,0840시0840분~1640시1640분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,8,0,38.3539795668,128.5073490901
강원특별자치도교육청,고성교육지원청,광산초등학교병설유치원,공립(병설),정만수,정만수,19840615,19840615,강원특별자치도 고성군 진부령로 2427,033-681-0084,033-681-2802, ,1240시1240분~1640시1640분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,5,0,38.375119393079,128.413244912019
강원특별자치도교육청,고성교육지원청,대진초등학교병설유치원,공립(병설),최형덕,최형덕,19810301,19810401,강원특별자치도 고성군 대진3길 15,033-682-6273,033-682-3373, ,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,38.4969621785945,128.423574407904
강원특별자치도교육청,고성교육지원청,동광초등학교병설유치원,공립(병설),이용주,이용주,19840310,19840310,강원특별자치도 고성군 교암1길 15,033-630-1307,033-631-9247,http://www.donggwangg.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,38.2889114533,128.5440419892
강원특별자치도교육청,고성교육지원청,오호초등학교병설유치원,공립(병설),황서구,황서구,19810323,19810323,강원특별자치도 고성군 황포길 28,033-632-0287, , ,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,5,0,38.3134705935914,128.531377292526
강원특별자치도교육청,고성교육지원청,죽왕초등학교병설유치원,공립(병설),김명종,김명종,19850820,19850901,강원특별자치도 고성군 송지호로 6,033-632-8908,033-631-1221,http://jw.gwe.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,7,0,38.3304168260005,128.522946345238
강원특별자치도교육청,고성교육지원청,천진초등학교병설유치원,공립(병설),이연옥,이연옥,19810306,19810306,강원특별자치도 고성군 천진1길 14,033-639-0417,033-631-5685,http://cheonjin.gwe.es.kr,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,9,0,38.2574360448,128.5570884683
강원특별자치도교육청,동해교육지원청,남호초등학교병설유치원,공립(병설),윤종달,윤종달,19810310,19810310,강원특별자치도 동해시 평원로 120,033-530-7890,033-535-7570,https://namho.gwe.es.kr/,0900시0900분~1700시1700분,1,1,1,0,0,56,14,20,22,0,0,7,3,12,0,0,37.5343734864022,129.113168551544
강원특별자치도교육청,동해교육지원청,대동유치원,사립(사인),김재동,이경숙,19951020,19951020,강원특별자치도 동해시 청운로 78,033-521-8020,033-521-8021, ,0900시0900분~1700시1700분,2,2,2,0,0,156,52,52,52,0,0,42,44,34,0,0,37.4868853507896,129.103182022676
강원특별자치도교육청,동해교육지원청,동해랑유치원,공립(단설),이은주,이은주,20121010,20160301,강원특별자치도 동해시 전천로 276-27,033-520-3000,033-521-1891,https://dhrang.gwe.kg.kr,1300시1300분~1700시1700분,2,2,2,0,1,112,28,40,44,0,4,29,39,42,0,3,37.4797024561,129.123813788
강원특별자치도교육청,동해교육지원청,동해중앙초등학교병설유치원,공립(병설),권순원,권순원(직무대리),19810308,19810308,강원특별자치도 동해시 천곡로 35,033-530-8995,033-533-9838, ,0900시0900분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,11,7,0,37.5256456387025,129.109136435534
강원특별자치도교육청,동해교육지원청,동해초등학교병설유치원,공립(병설),전기철,전기철,19890301,19890301,강원도 동해시 봉오주택길 22,033-530-7977,033-532-9727,http://donghae.gwe.es.kr/,1300시1300분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,2,4,0,37.511398572,129.1215066927
강원특별자치도교육청,동해교육지원청,리라유치원,사립(사인),이상걸,김미영,19940101,20090811,강원특별자치도 동해시 송이고개길 11,033-531-5337,033-533-4337, ,0730시0730분~1830시1830분,2,2,2,0,0,120,38,42,40,0,0,28,40,37,0,0,37.5425017295638,129.09901304333
강원특별자치도교육청,동해교육지원청,무지개유치원,사립(사인),김성희,김성희,19921010,19921010,강원특별자치도 동해시 천곡1길 90,033-535-2166, , ,0730시0730분~1900시1900분,2,2,2,0,0,156,44,48,52,0,0,17,20,32,0,0,37.52786421821,129.106514533484
강원특별자치도교육청,동해교육지원청,삼화초등학교병설유치원,공립(병설),홍주호,홍주호,19820301,19820301,강원특별자치도 동해시 파수길 38,033-530-6930,033-534-7007,https://samhwa.gwe.es.kr/,0900시0900분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,5,6,0,37.4850443437,129.0675701519
강원특별자치도교육청,동해교육지원청,성호유치원,사립(사인),이선희,이선희,19940301,19940301,강원특별자치도 동해시 샘실1길 7,033-535-3353,099-535-3353, ,0900시0900분~1700시1700분,2,1,1,0,0,140,40,46,54,0,0,18,10,17,0,0,37.5203207216733,129.104781035857
강원특별자치도교육청,동해교육지원청,솔빛유치원,사립(사인),손민숙,손민숙,20090301,20090301,강원특별자치도 동해시 청운2길 21,033-521-5553, , ,0900시0900분~1900시1900분,1,1,2,0,0,140,15,20,44,0,0,10,15,29,0,0,37.4847461027979,129.105476342624
강원특별자치도교육청,동해교육지원청,천곡초등학교병설유치원,공립(병설),박양목,박양목,19950301,19950301,강원도 동해시 동굴로 33,033-535-6797,033-533-0395,https://semsil.gwe.es.kr,1300시1300분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,6,2,0,37.5177819944,129.1078835418
강원특별자치도교육청,동해교육지원청,해오름유치원,공립(단설),민경숙,민경숙,20110301,20110301,강원특별자치도 동해시 관사길 11,033-520-2006,033-533-7074,http://haeorm.gwe.kg.kr/,0800시0800분~1900시1900분,2,2,2,0,1,116,28,40,44,0,4,28,39,26,0,4,37.5499356373,129.1051046303
강원특별자치도교육청,삼척교육지원청,노란유치원,사립(사인),심태은,심태은,19761005,19761005,강원특별자치도 삼척시 정상로 91-55,033-573-4253, , ,0900시0900분~1700시1700분,2,2,1,0,0,120,40,52,28,0,0,30,44,26,0,0,37.4502316819061,129.173670194153
강원특별자치도교육청,삼척교육지원청,다솔유치원,사립(사인),천성일,김란현,20120301,20120301,강원특별자치도 삼척시 정상로 19,033-572-5959,033-573-0399, ,0900시0900분~1700시1700분,2,2,1,0,0,156,48,56,28,0,0,32,27,28,0,0,37.4437465681443,129.175991036687
강원특별자치도교육청,삼척교육지원청,도계한빛유치원,공립(단설),심옥화,심옥화,20050301,20050301,강원특별자치도 삼척시 도계로 265,033-541-9996,033-541-3408,https://hanbit.gwe.kg.kr,0800시0800분~1900시1900분,1,1,1,0,0,56,14,20,22,0,0,3,8,11,0,0,37.2333419182,129.0446279979
강원특별자치도교육청,삼척교육지원청,맹방초등학교병설유치원,공립(병설),김혜경,김혜경,19800301,19800301,강원도 삼척시 근덕면 삼척로 3884-4,033-571-1521,033-572-3603,http://m-bang.gwe.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,10,0,37.3987830815,129.2135612438
강원특별자치도교육청,삼척교육지원청,미라유치원,사립(사인),김선의,김선의,20140301,20140301,강원특별자치도 삼척시 청석로3길 25,572-3500,033-573-3600,https://cafe.naver.com/mirakindergarten,0900시0900분~1600시1600분,2,1,3,0,0,146,48,26,72,0,0,44,23,65,0,0,37.44901635839,129.176242022853
강원특별자치도교육청,삼척교육지원청,미로초등학교병설유치원,공립(병설),김보현,김보현,19810301,19810301,강원특별자치도 삼척시 미로강변로1길 10-11,033-570-0800,033-573-7998,http://miro.gwe.es.kr/,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,37.4149157217,129.1150035401
강원특별자치도교육청,삼척교육지원청,삼척누리유치원,공립(단설),정향란,정향란,20120118,20120301,강원특별자치도 삼척시 동해대로 3783-24,033-570-7101,033-572-9209,http://samcheoknuri.gwe.kg.kr/,0900시0900분~1700시1700분,2,2,1,0,1,98,28,40,22,0,5,26,37,18,0,11,37.4243240703773,129.18777181079
강원특별자치도교육청,삼척교육지원청,오저초등학교병설유치원,공립(병설),정의남,정의남,20120301,20120301,강원특별자치도 삼척시 가곡천로 1430,033-573-4360,033-572-9918,http://ojeo.gwe.es.kr/,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,37.1466212846,129.2066189016
강원특별자치도교육청,삼척교육지원청,임원초등학교병설유치원,공립(병설),조현도,조현도,19810310,19810310,강원특별자치도 삼척시 삼척로 1246,033-570-2820,033-573-5079, ,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,37.2361061106,129.3418954736
강원특별자치도교육청,삼척교육지원청,장호초등학교병설유치원,공립(병설),최길승,최길승,19810320,19810320,강원특별자치도 삼척시 장호안1길 24,033-572-8704,033-572-9690,http://www.jangho.es.kr/,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,37.2827722240957,129.31390586802
강원특별자치도교육청,삼척교육지원청,정라초등학교병설유치원,공립(병설),유금산,유금산,19810302,19810302,강원특별자치도 삼척시 정상로3길 5,033-571-5394,033-571-5490,http://jeongra.gwe.es.kr,0750시0750분~1850시1850분,1,1,1,0,0,56,14,20,22,0,0,14,18,21,0,0,37.4454502864196,129.176286782026
강원특별자치도교육청,삼척교육지원청,중앙유치원,사립(사인),배숭혁,전혜원,19260610,19260610,강원특별자치도 삼척시 죽서루길 61,033-573-1630,033-573-1658,http://cafe.daum.net/JAkindergarten,0900시0900분~1700시1700분,1,1,1,0,0,78,24,26,28,0,0,17,16,27,0,0,37.4417102179209,129.159927493424
강원특별자치도교육청,삼척교육지원청,진주초등학교병설유치원,공립(병설),권오우,권오우,20200301,20200301,강원도 삼척시 사직로1길 23,033-573-3463,033-573-3464,http://,0900시0900분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,5,4,0,37.4330477711,129.1657582867
강원특별자치도교육청,삼척교육지원청,호산초등학교병설유치원,공립(병설),장동환,장동환,19810307,19810307,강원특별자치도 삼척시 삼척로 462-12,033-572-6102,033-573-8580,http://hosan.gwe.es.kr/,0800시0800분~1800시1800분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,10,0,37.178426438,129.3348190092
강원특별자치도교육청,속초양양교육지원청,강현초등학교병설유치원,공립(병설),주상근,주상근,19810301,19810301,강원특별자치도 양양군 진미로12번길 22,033-670-9018,033-671-1587,http://kh.gwe.es.kr/,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,38.1496645049,128.6039844547
강원특별자치도교육청,속초양양교육지원청,광정초등학교병설유치원,공립(병설),강장수,강장수,19810219,19810320,강원도 양양군 현북면 하조대1길 38,070-5101-4132,033-672-3253,http://gj.gwe.es.kr,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,10,0,38.0185839769,128.7251073427
강원특별자치도교육청,속초양양교육지원청,낙산유치원,사립(사인),허창수,신선희,19850531,19850531,강원특별자치도 양양군 남서길 28-4,033-671-4167, , ,0750시0750분~1930시1930분,2,1,1,0,0,80,32,22,26,0,0,27,22,26,0,0,38.0724060334069,128.618787432753
강원특별자치도교육청,속초양양교육지원청,남애초등학교병설유치원,공립(병설),강군자,강군자,19840602,19840602,강원특별자치도 양양군 현남면 갯마을길 10,033-670-9600,033-671-5948,http://namae.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,37.9466162561,128.7807807274
강원특별자치도교육청,속초양양교육지원청,대포초등학교병설유치원,공립(병설),김대현,김대현,20190301,20190305,강원특별자치도 속초시 동해대로 3797,033-630-4707,033-635-4085,http://daepo.gwe.es.kr,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,9,0,0,0,0,9,0,38.1737233188,128.6031620662
강원특별자치도교육청,속초양양교육지원청,산호유치원,공립(단설),박교,박교,20070301,20070301,강원특별자치도 속초시 조양로118번길 7,033-637-0622,033-637-0627,https://sanho.gwe.kg.kr,0800시0800분~1900시1900분,2,2,2,0,0,112,28,40,44,0,0,28,40,44,0,0,38.1883825053,128.5870273392
강원특별자치도교육청,속초양양교육지원청,상평초등학교병설유치원,공립(병설),김왕래,박경미(직무대리),19810304,19810304,강원특별자치도 양양군 서면 물윗구미길 25,033-672-2982,033-672-2646,https://sangpyeong.gwe.es.kr/main.do,0830시0830분~1830시1830분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,7,0,38.0719706715,128.5864227369
강원특별자치도교육청,속초양양교육지원청,설악초등학교병설유치원,공립(병설),고광민,고광민,19400401,19820301,강원특별자치도 속초시 청봉로 51,033-635-7052,033-635-0824,https://seorak.gwe.es.kr/,0840시0840분~1640시1640분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,6,0,38.1639921436,128.5405261488
강원특별자치도교육청,속초양양교육지원청,소야초등학교병설유치원,공립(병설),김용근,김용근,20030301,20030301,강원특별자치도 속초시 배움터길 42,033-630-9590,033-636-9542,http://soya.gwe.es.kr,1300시1300분~1700시1700분,0,0,1,1,0,36,0,0,22,14,0,0,0,19,11,0,38.199647511,128.5667191492
강원특별자치도교육청,속초양양교육지원청,속초유치원,공립(단설),최은희,최은희,20130110,20150301,강원특별자치도 속초시 중앙로 331,033-639-6920,033-638-6073,http://sokcho.gwe.kg.kr,0800시0800분~1900시1900분,2,2,2,0,1,112,28,40,44,0,4,28,39,41,0,4,38.2179112125,128.590597674
강원특별자치도교육청,속초양양교육지원청,손양초등학교병설유치원,공립(병설),장선옥,장선옥,19840613,19840613,강원특별자치도 양양군 손양면 손중로 202,033-672-2619,033-672-2623,https://sonyang.gwe.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,10,0,38.0602993932,128.6429848126
강원특별자치도교육청,속초양양교육지원청,송포초등학교병설유치원,공립(병설),윤길중,윤길중,19840620,19840620,강원특별자치도 양양군 동명로 321-11,033-671-8792,033-672-8798,http://songpho.gwe.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,38.0895695901409,128.656535923435
강원특별자치도교육청,속초양양교육지원청,양양초등학교병설유치원,공립(병설),김동수,김동수,19810301,19810301,강원특별자치도 양양군 군청길 39,033-671-2834,033-671-2794, ,0900시0900분~1800시1800분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,6,0,38.0773238201,128.6217457537
강원특별자치도교육청,속초양양교육지원청,온정초등학교병설유치원,공립(병설),차봉춘,차봉춘,19820210,19820210,강원특별자치도 속초시 온천로 107,033-632-8726,033-635-0892,http://onjeong.gwe.es.kr/,0900시0900분~1700시1700분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,12,0,38.1902845818,128.554161003
